Lectura analógica,Tiempo
219.0,199.0
216.0,199.0
217.0,199.0
222.0,199.0
225.0,199.0
217.0,199.0
217.0,199.0
221.0,199.0
214.0,199.0
206.0,199.0
207.0,199.0
212.0,199.0
216.0,199.0
211.0,199.0
212.0,199.0
216.0,199.0
227.0,199.0
222.0,199.0
223.0,199.0
227.0,199.0
210.0,199.0
221.0,199.0
222.0,199.0
226.0,199.0
239.0,199.0
217.0,199.0
218.0,199.0
222.0,199.0
234.0,199.0
213.0,199.0
214.0,199.0
219.0,199.0
215.0,220.0
212.0,220.0
213.0,220.0
217.0,220.0
220.0,220.0
212.0,220.0
213.0,220.0
217.0,220.0
208.0,220.0
202.0,220.0
203.0,220.0
208.0,220.0
212.0,220.0
208.0,220.0
208.0,220.0
213.0,220.0
223.0,220.0
218.0,220.0
219.0,220.0
223.0,220.0
207.0,220.0
217.0,220.0
219.0,220.0
222.0,220.0
235.0,220.0
212.0,220.0
213.0,220.0
218.0,220.0
230.0,220.0
208.0,220.0
209.0,220.0
214.0,220.0
211.0,243.0
210.0,243.0
209.0,243.0
214.0,243.0
216.0,243.0
208.0,243.0
209.0,243.0
214.0,243.0
205.0,243.0
197.0,243.0
198.0,243.0
203.0,243.0
207.0,243.0
204.0,243.0
204.0,243.0
209.0,243.0
220.0,243.0
214.0,243.0
215.0,243.0
219.0,243.0
201.0,243.0
213.0,243.0
214.0,243.0
219.0,243.0
231.0,243.0
209.0,243.0
209.0,243.0
213.0,243.0
227.0,243.0
204.0,243.0
205.0,243.0
209.0,243.0
209.0,265.0
205.0,265.0
206.0,265.0
210.0,265.0
213.0,265.0
204.0,265.0
205.0,265.0
210.0,265.0
202.0,265.0
193.0,265.0
194.0,265.0
199.0,265.0
204.0,265.0
199.0,265.0
200.0,265.0
205.0,265.0
217.0,265.0
210.0,265.0
211.0,265.0
216.0,265.0
197.0,265.0
209.0,265.0
210.0,265.0
215.0,265.0
228.0,265.0
204.0,265.0
205.0,265.0
209.0,265.0
224.0,265.0
200.0,265.0
201.0,265.0
206.0,265.0
205.0,287.0
201.0,287.0
203.0,287.0
207.0,287.0
210.0,287.0
201.0,287.0
202.0,287.0
207.0,287.0
198.0,287.0
189.0,287.0
190.0,287.0
195.0,287.0
201.0,287.0
195.0,287.0
196.0,287.0
201.0,287.0
215.0,287.0
208.0,287.0
209.0,287.0
213.0,287.0
193.0,287.0
207.0,287.0
207.0,287.0
212.0,287.0
225.0,287.0
202.0,287.0
201.0,287.0
207.0,287.0
223.0,287.0
197.0,287.0
198.0,287.0
202.0,287.0
203.0,309.0
199.0,309.0
201.0,309.0
205.0,309.0
207.0,309.0
198.0,309.0
200.0,309.0
204.0,309.0
194.0,309.0
186.0,309.0
187.0,309.0
191.0,309.0
198.0,309.0
192.0,309.0
192.0,309.0
198.0,309.0
212.0,309.0
205.0,309.0
206.0,309.0
210.0,309.0
191.0,309.0
203.0,309.0
204.0,309.0
208.0,309.0
222.0,309.0
197.0,309.0
198.0,309.0
203.0,309.0
220.0,309.0
194.0,309.0
195.0,309.0
200.0,309.0
200.0,332.0
196.0,332.0
197.0,332.0
203.0,332.0
204.0,332.0
196.0,332.0
196.0,332.0
201.0,332.0
191.0,332.0
183.0,332.0
185.0,332.0
189.0,332.0
195.0,332.0
190.0,332.0
190.0,332.0
195.0,332.0
209.0,332.0
203.0,332.0
204.0,332.0
207.0,332.0
187.0,332.0
200.0,332.0
201.0,332.0
206.0,332.0
220.0,332.0
195.0,332.0
195.0,332.0
199.0,332.0
219.0,332.0
192.0,332.0
192.0,332.0
197.0,332.0
198.0,353.0
194.0,353.0
196.0,353.0
201.0,353.0
201.0,353.0
193.0,353.0
194.0,353.0
199.0,353.0
189.0,353.0
180.0,353.0
181.0,353.0
186.0,353.0
192.0,353.0
187.0,353.0
187.0,353.0
192.0,353.0
207.0,353.0
200.0,353.0
201.0,353.0
205.0,353.0
185.0,353.0
198.0,353.0
198.0,353.0
203.0,353.0
217.0,353.0
192.0,353.0
193.0,353.0
197.0,353.0
217.0,353.0
188.0,353.0
190.0,353.0
194.0,353.0
196.0,376.0
192.0,376.0
194.0,376.0
199.0,376.0
199.0,376.0
192.0,376.0
192.0,376.0
197.0,376.0
186.0,376.0
179.0,376.0
179.0,376.0
185.0,376.0
190.0,376.0
184.0,376.0
184.0,376.0
189.0,376.0
205.0,376.0
198.0,376.0
199.0,376.0
204.0,376.0
183.0,376.0
196.0,376.0
196.0,376.0
201.0,376.0
215.0,376.0
189.0,376.0
190.0,376.0
195.0,376.0
215.0,376.0
186.0,376.0
187.0,376.0
191.0,376.0
194.0,399.0
190.0,399.0
192.0,399.0
196.0,399.0
196.0,399.0
189.0,399.0
189.0,399.0
195.0,399.0
183.0,399.0
174.0,399.0
176.0,399.0
181.0,399.0
187.0,399.0
182.0,399.0
182.0,399.0
187.0,399.0
204.0,399.0
196.0,399.0
198.0,399.0
203.0,399.0
181.0,399.0
193.0,399.0
194.0,399.0
199.0,399.0
213.0,399.0
186.0,399.0
188.0,399.0
193.0,399.0
215.0,399.0
184.0,399.0
185.0,399.0
190.0,399.0
192.0,420.0
189.0,420.0
191.0,420.0
194.0,420.0
194.0,420.0
186.0,420.0
188.0,420.0
193.0,420.0
182.0,420.0
172.0,420.0
174.0,420.0
179.0,420.0
185.0,420.0
180.0,420.0
180.0,420.0
186.0,420.0
203.0,420.0
195.0,420.0
196.0,420.0
201.0,420.0
178.0,420.0
192.0,420.0
192.0,420.0
197.0,420.0
211.0,420.0
184.0,420.0
186.0,420.0
191.0,420.0
214.0,420.0
182.0,420.0
184.0,420.0
189.0,420.0
191.0,443.0
188.0,443.0
190.0,443.0
194.0,443.0
192.0,443.0
186.0,443.0
186.0,443.0
192.0,443.0
180.0,443.0
172.0,443.0
172.0,443.0
177.0,443.0
184.0,443.0
177.0,443.0
179.0,443.0
184.0,443.0
203.0,443.0
195.0,443.0
195.0,443.0
200.0,443.0
177.0,443.0
190.0,443.0
192.0,443.0
196.0,443.0
209.0,443.0
184.0,443.0
183.0,443.0
188.0,443.0
213.0,443.0
180.0,443.0
181.0,443.0
186.0,443.0
189.0,465.0
186.0,465.0
187.0,465.0
192.0,465.0
191.0,465.0
184.0,465.0
184.0,465.0
189.0,465.0
177.0,465.0
169.0,465.0
170.0,465.0
175.0,465.0
181.0,465.0
176.0,465.0
176.0,465.0
181.0,465.0
201.0,465.0
193.0,465.0
194.0,465.0
199.0,465.0
175.0,465.0
188.0,465.0
189.0,465.0
194.0,465.0
207.0,465.0
180.0,465.0
181.0,465.0
186.0,465.0
211.0,465.0
178.0,465.0
179.0,465.0
184.0,465.0
188.0,487.0
185.0,487.0
186.0,487.0
190.0,487.0
189.0,487.0
182.0,487.0
183.0,487.0
188.0,487.0
175.0,487.0
167.0,487.0
168.0,487.0
173.0,487.0
179.0,487.0
174.0,487.0
174.0,487.0
179.0,487.0
200.0,487.0
192.0,487.0
192.0,487.0
198.0,487.0
173.0,487.0
187.0,487.0
187.0,487.0
192.0,487.0
206.0,487.0
178.0,487.0
179.0,487.0
184.0,487.0
210.0,487.0
176.0,487.0
177.0,487.0
183.0,487.0
186.0,509.0
184.0,509.0
185.0,509.0
190.0,509.0
188.0,509.0
180.0,509.0
181.0,509.0
187.0,509.0
174.0,509.0
164.0,509.0
167.0,509.0
171.0,509.0
178.0,509.0
172.0,509.0
173.0,509.0
178.0,509.0
199.0,509.0
191.0,509.0
192.0,509.0
197.0,509.0
171.0,509.0
186.0,509.0
186.0,509.0
191.0,509.0
203.0,509.0
176.0,509.0
177.0,509.0
183.0,509.0
210.0,509.0
175.0,509.0
176.0,509.0
181.0,509.0
186.0,532.0
183.0,532.0
184.0,532.0
189.0,532.0
186.0,532.0
180.0,532.0
180.0,532.0
186.0,532.0
172.0,532.0
164.0,532.0
164.0,532.0
170.0,532.0
176.0,532.0
170.0,532.0
170.0,532.0
175.0,532.0
199.0,532.0
189.0,532.0
190.0,532.0
195.0,532.0
171.0,532.0
184.0,532.0
184.0,532.0
189.0,532.0
202.0,532.0
175.0,532.0
176.0,532.0
181.0,532.0
209.0,532.0
173.0,532.0
174.0,532.0
179.0,532.0
185.0,553.0
182.0,553.0
184.0,553.0
188.0,553.0
185.0,553.0
178.0,553.0
180.0,553.0
185.0,553.0
170.0,553.0
160.0,553.0
162.0,553.0
167.0,553.0
175.0,553.0
168.0,553.0
168.0,553.0
174.0,553.0
197.0,553.0
189.0,553.0
189.0,553.0
194.0,553.0
169.0,553.0
182.0,553.0
183.0,553.0
188.0,553.0
201.0,553.0
173.0,553.0
174.0,553.0
179.0,553.0
208.0,553.0
172.0,553.0
172.0,553.0
178.0,553.0
184.0,576.0
182.0,576.0
182.0,576.0
187.0,576.0
183.0,576.0
178.0,576.0
178.0,576.0
183.0,576.0
168.0,576.0
160.0,576.0
160.0,576.0
166.0,576.0
172.0,576.0
166.0,576.0
167.0,576.0
173.0,576.0
197.0,576.0
188.0,576.0
188.0,576.0
195.0,576.0
168.0,576.0
182.0,576.0
182.0,576.0
188.0,576.0
199.0,576.0
172.0,576.0
172.0,576.0
178.0,576.0
208.0,576.0
171.0,576.0
172.0,576.0
177.0,576.0
184.0,598.0
180.0,598.0
182.0,598.0
187.0,598.0
183.0,598.0
176.0,598.0
177.0,598.0
183.0,598.0
166.0,598.0
158.0,598.0
159.0,598.0
164.0,598.0
171.0,598.0
165.0,598.0
165.0,598.0
171.0,598.0
196.0,598.0
187.0,598.0
188.0,598.0
193.0,598.0
167.0,598.0
181.0,598.0
181.0,598.0
186.0,598.0
198.0,598.0
170.0,598.0
170.0,598.0
175.0,598.0
207.0,598.0
170.0,598.0
170.0,598.0
175.0,598.0
182.0,620.0
179.0,620.0
180.0,620.0
186.0,620.0
181.0,620.0
175.0,620.0
176.0,620.0
181.0,620.0
166.0,620.0
157.0,620.0
158.0,620.0
163.0,620.0
170.0,620.0
163.0,620.0
163.0,620.0
169.0,620.0
196.0,620.0
188.0,620.0
188.0,620.0
193.0,620.0
166.0,620.0
180.0,620.0
180.0,620.0
186.0,620.0
197.0,620.0
169.0,620.0
169.0,620.0
175.0,620.0
207.0,620.0
168.0,620.0
170.0,620.0
175.0,620.0
181.0,642.0
178.0,642.0
180.0,642.0
185.0,642.0
181.0,642.0
175.0,642.0
176.0,642.0
181.0,642.0
164.0,642.0
156.0,642.0
156.0,642.0
163.0,642.0
169.0,642.0
162.0,642.0
163.0,642.0
168.0,642.0
196.0,642.0
187.0,642.0
190.0,642.0
194.0,642.0
167.0,642.0
180.0,642.0
180.0,642.0
184.0,642.0
197.0,642.0
167.0,642.0
168.0,642.0
173.0,642.0
207.0,642.0
167.0,642.0
169.0,642.0
174.0,642.0
180.0,665.0
179.0,665.0
179.0,665.0
185.0,665.0
179.0,665.0
175.0,665.0
175.0,665.0
181.0,665.0
163.0,665.0
155.0,665.0
155.0,665.0
161.0,665.0
167.0,665.0
160.0,665.0
161.0,665.0
167.0,665.0
195.0,665.0
185.0,665.0
187.0,665.0
191.0,665.0
164.0,665.0
177.0,665.0
178.0,665.0
183.0,665.0
195.0,665.0
166.0,665.0
166.0,665.0
172.0,665.0
206.0,665.0
166.0,665.0
167.0,665.0
172.0,665.0
179.0,686.0
178.0,686.0
178.0,686.0
184.0,686.0
178.0,686.0
173.0,686.0
174.0,686.0
179.0,686.0
161.0,686.0
153.0,686.0
153.0,686.0
159.0,686.0
165.0,686.0
160.0,686.0
160.0,686.0
165.0,686.0
195.0,686.0
185.0,686.0
186.0,686.0
191.0,686.0
163.0,686.0
176.0,686.0
177.0,686.0
183.0,686.0
193.0,686.0
164.0,686.0
165.0,686.0
171.0,686.0
206.0,686.0
165.0,686.0
165.0,686.0
171.0,686.0
178.0,709.0
177.0,709.0
178.0,709.0
183.0,709.0
177.0,709.0
172.0,709.0
173.0,709.0
179.0,709.0
159.0,709.0
152.0,709.0
152.0,709.0
158.0,709.0
164.0,709.0
158.0,709.0
159.0,709.0
164.0,709.0
194.0,709.0
185.0,709.0
186.0,709.0
191.0,709.0
163.0,709.0
176.0,709.0
176.0,709.0
182.0,709.0
192.0,709.0
164.0,709.0
164.0,709.0
170.0,709.0
205.0,709.0
165.0,709.0
165.0,709.0
171.0,709.0
178.0,731.0
176.0,731.0
178.0,731.0
183.0,731.0
177.0,731.0
172.0,731.0
174.0,731.0
178.0,731.0
159.0,731.0
150.0,731.0
152.0,731.0
156.0,731.0
164.0,731.0
156.0,731.0
158.0,731.0
163.0,731.0
193.0,731.0
185.0,731.0
185.0,731.0
191.0,731.0
163.0,731.0
176.0,731.0
176.0,731.0
181.0,731.0
191.0,731.0
162.0,731.0
162.0,731.0
168.0,731.0
206.0,731.0
164.0,731.0
164.0,731.0
170.0,731.0
178.0,753.0
177.0,753.0
178.0,753.0
183.0,753.0
175.0,753.0
172.0,753.0
172.0,753.0
177.0,753.0
156.0,753.0
148.0,753.0
150.0,753.0
155.0,753.0
162.0,753.0
156.0,753.0
156.0,753.0
162.0,753.0
193.0,753.0
184.0,753.0
185.0,753.0
190.0,753.0
162.0,753.0
174.0,753.0
175.0,753.0
181.0,753.0
190.0,753.0
160.0,753.0
161.0,753.0
167.0,753.0
206.0,753.0
162.0,753.0
163.0,753.0
169.0,753.0
177.0,775.0
176.0,775.0
177.0,775.0
182.0,775.0
175.0,775.0
171.0,775.0
172.0,775.0
177.0,775.0
156.0,775.0
148.0,775.0
148.0,775.0
154.0,775.0
160.0,775.0
154.0,775.0
155.0,775.0
160.0,775.0
193.0,775.0
184.0,775.0
185.0,775.0
190.0,775.0
161.0,775.0
174.0,775.0
175.0,775.0
180.0,775.0
190.0,775.0
160.0,775.0
160.0,775.0
166.0,775.0
206.0,775.0
162.0,775.0
164.0,775.0
169.0,775.0
177.0,798.0
174.0,798.0
176.0,798.0
181.0,798.0
174.0,798.0
170.0,798.0
171.0,798.0
175.0,798.0
155.0,798.0
147.0,798.0
147.0,798.0
154.0,798.0
159.0,798.0
154.0,798.0
154.0,798.0
160.0,798.0
193.0,798.0
184.0,798.0
185.0,798.0
190.0,798.0
161.0,798.0
174.0,798.0
175.0,798.0
179.0,798.0
189.0,798.0
158.0,798.0
159.0,798.0
165.0,798.0
205.0,798.0
161.0,798.0
162.0,798.0
167.0,798.0
176.0,819.0
175.0,819.0
176.0,819.0
181.0,819.0
174.0,819.0
170.0,819.0
170.0,819.0
175.0,819.0
154.0,819.0
146.0,819.0
146.0,819.0
153.0,819.0
159.0,819.0
152.0,819.0
153.0,819.0
159.0,819.0
193.0,819.0
184.0,819.0
184.0,819.0
190.0,819.0
161.0,819.0
173.0,819.0
174.0,819.0
179.0,819.0
188.0,819.0
158.0,819.0
158.0,819.0
163.0,819.0
205.0,819.0
161.0,819.0
162.0,819.0
167.0,819.0
176.0,842.0
176.0,842.0
176.0,842.0
182.0,842.0
173.0,842.0
170.0,842.0
170.0,842.0
175.0,842.0
153.0,842.0
145.0,842.0
145.0,842.0
151.0,842.0
158.0,842.0
152.0,842.0
153.0,842.0
158.0,842.0
193.0,842.0
183.0,842.0
184.0,842.0
190.0,842.0
160.0,842.0
173.0,842.0
173.0,842.0
179.0,842.0
187.0,842.0
156.0,842.0
157.0,842.0
163.0,842.0
204.0,842.0
160.0,842.0
161.0,842.0
166.0,842.0
176.0,864.0
174.0,864.0
176.0,864.0
181.0,864.0
172.0,864.0
169.0,864.0
170.0,864.0
175.0,864.0
152.0,864.0
144.0,864.0
145.0,864.0
150.0,864.0
157.0,864.0
151.0,864.0
152.0,864.0
157.0,864.0
195.0,864.0
184.0,864.0
185.0,864.0
189.0,864.0
161.0,864.0
172.0,864.0
173.0,864.0
178.0,864.0
187.0,864.0
156.0,864.0
156.0,864.0
161.0,864.0
204.0,864.0
160.0,864.0
160.0,864.0
165.0,864.0
175.0,886.0
175.0,886.0
175.0,886.0
181.0,886.0
172.0,886.0
168.0,886.0
169.0,886.0
175.0,886.0
151.0,886.0
142.0,886.0
144.0,886.0
149.0,886.0
156.0,886.0
149.0,886.0
150.0,886.0
156.0,886.0
192.0,886.0
182.0,886.0
183.0,886.0
189.0,886.0
159.0,886.0
172.0,886.0
172.0,886.0
178.0,886.0
185.0,886.0
154.0,886.0
155.0,886.0
161.0,886.0
205.0,886.0
159.0,886.0
160.0,886.0
165.0,886.0
175.0,908.0
174.0,908.0
175.0,908.0
180.0,908.0
171.0,908.0
169.0,908.0
169.0,908.0
174.0,908.0
150.0,908.0
141.0,908.0
142.0,908.0
147.0,908.0
154.0,908.0
148.0,908.0
149.0,908.0
155.0,908.0
192.0,908.0
182.0,908.0
183.0,908.0
188.0,908.0
159.0,908.0
171.0,908.0
172.0,908.0
177.0,908.0
185.0,908.0
153.0,908.0
154.0,908.0
159.0,908.0
204.0,908.0
159.0,908.0
159.0,908.0
165.0,908.0
175.0,931.0
174.0,931.0
175.0,931.0
180.0,931.0
170.0,931.0
168.0,931.0
168.0,931.0
175.0,931.0
149.0,931.0
140.0,931.0
141.0,931.0
147.0,931.0
154.0,931.0
148.0,931.0
148.0,931.0
154.0,931.0
192.0,931.0
182.0,931.0
184.0,931.0
189.0,931.0
159.0,931.0
172.0,931.0
172.0,931.0
178.0,931.0
184.0,931.0
153.0,931.0
153.0,931.0
159.0,931.0
205.0,931.0
159.0,931.0
160.0,931.0
165.0,931.0
175.0,953.0
175.0,953.0
176.0,953.0
180.0,953.0
171.0,953.0
168.0,953.0
169.0,953.0
173.0,953.0
148.0,953.0
140.0,953.0
141.0,953.0
146.0,953.0
153.0,953.0
146.0,953.0
147.0,953.0
153.0,953.0
192.0,953.0
182.0,953.0
183.0,953.0
189.0,953.0
158.0,953.0
171.0,953.0
171.0,953.0
176.0,953.0
183.0,953.0
152.0,953.0
152.0,953.0
158.0,953.0
204.0,953.0
158.0,953.0
158.0,953.0
164.0,953.0
174.0,975.0
172.0,975.0
174.0,975.0
180.0,975.0
170.0,975.0
167.0,975.0
168.0,975.0
173.0,975.0
147.0,975.0
138.0,975.0
139.0,975.0
145.0,975.0
152.0,975.0
145.0,975.0
146.0,975.0
152.0,975.0
192.0,975.0
182.0,975.0
183.0,975.0
188.0,975.0
158.0,975.0
170.0,975.0
171.0,975.0
177.0,975.0
182.0,975.0
150.0,975.0
151.0,975.0
157.0,975.0
205.0,975.0
157.0,975.0
158.0,975.0
163.0,975.0
174.0,998.0
173.0,998.0
174.0,998.0
179.0,998.0
169.0,998.0
167.0,998.0
168.0,998.0
173.0,998.0
146.0,998.0
138.0,998.0
138.0,998.0
144.0,998.0
152.0,998.0
144.0,998.0
145.0,998.0
151.0,998.0
192.0,998.0
183.0,998.0
183.0,998.0
188.0,998.0
157.0,998.0
170.0,998.0
170.0,998.0
176.0,998.0
182.0,998.0
